"IWS-0001","11002XR             ",  0, 2.7579,  .00,2,0.000668,0.000334,0.000167,0.000000,0.001001,0.002336,0.003505,0.003171,0.003004,0.004673,0.008344,0.015521,0.026035,0.034713,0.039052,0.043558,0.060748,0.098298,0.126669,0.151702,0.137850,0.108979,0.065087,0.024366,0.015688,0.012684,0.008511,0.003171,0.000167,0.000000,0.000000,0.000000, 3
"IWS-0001","11004XR             ",  0, 2.7579,  .00,2,0.000334,0.000000,0.000000,0.000000,0.001001,0.001001,0.001001,0.001335,0.002670,0.005007,0.006676,0.008011,0.010681,0.016689,0.024700,0.031375,0.040721,0.054406,0.069426,0.100134,0.120494,0.143525,0.135848,0.103138,0.063752,0.032377,0.011682,0.005340,0.003338,0.002336,0.001669,0.001335, 4
"IWS-0001","4006                ",  0, 2.0684,53.64,3,0.001733,0.000467,0.000567,0.000600,0.001067,0.001767,0.002167,0.003367,0.005200,0.006400,0.009100,0.016033,0.030567,0.038067,0.045233,0.070867,0.101933,0.129467,0.122100,0.135033,0.117400,0.084367,0.049800,0.020333,0.006367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 6
"IWS-0001","4006                ",  0, 2.7579,  .00,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000767,0.001167,0.001467,0.002133,0.004100,0.008467,0.011667,0.015000,0.025533,0.041200,0.063233,0.076600,0.115300,0.148867,0.163000,0.144500,0.098967,0.054800,0.023233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10
"IWS-0001","4010                ",  0, 2.0684,35.76,3,0.000133,0.000067,0.000133,0.000133,0.000233,0.000433,0.000600,0.000900,0.001367,0.001733,0.002600,0.004867,0.010500,0.014467,0.018533,0.031067,0.048967,0.072333,0.083667,0.121667,0.154333,0.168867,0.148933,0.088900,0.020667,0.003900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 9
"IWS-0001","4010                ",  0, 2.0684,53.64,3,0.000775,0.000325,0.000375,0.000400,0.000775,0.001225,0.001550,0.002375,0.003600,0.004575,0.006600,0.012000,0.023600,0.030050,0.035875,0.056825,0.085375,0.116325,0.118600,0.145225,0.141100,0.112925,0.072350,0.027100,0.000075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 7
"IWS-0001","4010                ",  0, 4.1368,53.64,3,0.000400,0.000267,0.000333,0.000400,0.000767,0.001267,0.001633,0.002533,0.003800,0.004800,0.006933,0.012500,0.024733,0.031200,0.036967,0.057233,0.082333,0.108833,0.110667,0.137533,0.137067,0.110033,0.073800,0.039733,0.012800,0.001433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 7
"IWS-0001","4020                ",  0, 2.0684,53.64,3,0.000820,0.000320,0.000440,0.000460,0.000800,0.001340,0.001660,0.002540,0.003840,0.004740,0.006740,0.011920,0.022760,0.028060,0.032700,0.050340,0.072680,0.095240,0.095400,0.117200,0.120120,0.109060,0.092960,0.071300,0.043820,0.011920,0.000820,0.000000,0.000000,0.000000,0.000000,0.000000, 7
"IWS-0001","4020                ", 15, 2.0684,53.64,3,0.000000,0.000533,0.000000,0.000633,0.001133,0.001867,0.002233,0.003467,0.003433,0.008133,0.009033,0.015967,0.030067,0.036500,0.041867,0.063233,0.088633,0.112700,0.109167,0.123233,0.103867,0.068800,0.042200,0.028467,0.024833,0.025600,0.026800,0.020667,0.006333,0.000600,0.000000,0.000000, 6
"IWS-0001","43H2 D6 trigger A   ",  0, 6.8947,  .00,3,0.041833,0.005333,0.004567,0.004167,0.006200,0.009667,0.012833,0.022200,0.036267,0.044267,0.056133,0.080367,0.106600,0.082067,0.065267,0.073833,0.081300,0.084167,0.067167,0.061833,0.037467,0.013067,0.003400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 2
"IWS-0001","43H2 D6 trigger B   ",  0,11.0316,  .00,4,0.000162,0.000097,0.000227,0.000291,0.000550,0.000939,0.001230,0.001812,0.002589,0.002880,0.003786,0.006117,0.011133,0.013916,0.016214,0.023074,0.027767,0.031068,0.030809,0.042880,0.056990,0.070356,0.080744,0.087249,0.097249,0.124984,0.088803,0.082201,0.070097,0.023786,0.000000,0.000000, 8
"IWS-0001","6506                ",  0, 2.0684,53.64,2,0.000333,0.000000,0.000000,0.000667,0.001000,0.001333,0.001000,0.001000,0.001667,0.003333,0.005000,0.006667,0.007000,0.010333,0.018000,0.026333,0.033667,0.037333,0.048333,0.081333,0.105667,0.128667,0.132333,0.122667,0.103000,0.071000,0.028333,0.008000,0.006000,0.004000,0.003000,0.003000, 5
