"Foray 48B 1:1               ",0,"8004            ",   90, 2.7579,44.70,3,0.001149,0.001029,0.000879,0.001102,0.001759,0.003261,0.005029,0.007695,0.012660,0.018192,0.025285,0.041701,0.077016,0.108959,0.118739,0.135633,0.150700,0.131517,0.084544,0.046984,0.019951,0.005168,0.000902,0.000126,0.000017,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 3
"Foray 48B 1:1               ",1,"AU5000          ", 7470,  .0000,49.17,3,0.018281,0.030353,0.028503,0.035936,0.055010,0.091239,0.116153,0.133544,0.147735,0.126200,0.094657,0.070725,0.039437,0.010212,0.001664,0.000297,0.000047,0.000006,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 0
"Foray 48B 1:3               ",1,"AU5000          ", 7800,  .0000,49.17,3,0.011490,0.019351,0.018864,0.024625,0.039238,0.068484,0.092708,0.116441,0.141913,0.138064,0.118039,0.103538,0.073891,0.026302,0.005625,0.001190,0.000207,0.000026,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 0
"Foray 48B 3:1               ",0,"8004            ",   90, 2.7579,44.70,3,0.000458,0.000358,0.000296,0.000364,0.000573,0.001051,0.001618,0.002502,0.004224,0.006334,0.009319,0.016604,0.034314,0.055731,0.070219,0.096458,0.135006,0.158517,0.144057,0.119111,0.085607,0.041357,0.012773,0.002651,0.000433,0.000057,0.000007,0.000001,0.000000,0.000000,0.000000,0.000000, 5
"Foray 48B 9:1               ",0,"8004            ",   90, 2.7579,44.70,3,0.000790,0.000571,0.000458,0.000551,0.000848,0.001510,0.002245,0.003347,0.005430,0.007811,0.011038,0.018847,0.037092,0.057494,0.069975,0.093770,0.128795,0.150028,0.137549,0.116613,0.088003,0.046359,0.016189,0.003854,0.000715,0.000105,0.000013,0.000002,0.000000,0.000000,0.000000,0.000000, 5
"Foray 48B Undiluted         ",0,"8002            ",  135, 2.7579,35.76,3,0.001376,0.001404,0.001249,0.001605,0.002624,0.004979,0.007826,0.012098,0.019917,0.028329,0.038604,0.061757,0.108727,0.142879,0.138611,0.140751,0.130062,0.091062,0.043558,0.016822,0.004781,0.000851,0.000114,0.000014,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 3
"Foray 48B Undiluted         ",0,"8003            ",   90, 2.7579,29.06,3,0.006110,0.008726,0.008342,0.010987,0.017980,0.033039,0.048180,0.066514,0.094043,0.110903,0.119439,0.141665,0.155218,0.104966,0.047219,0.019422,0.005929,0.001134,0.000156,0.000023,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 1
"Foray 48B Undiluted         ",0,"8003            ",   90, 2.7579,44.70,3,0.000773,0.000552,0.000442,0.000531,0.000815,0.001448,0.002149,0.003199,0.005183,0.007453,0.010535,0.018010,0.035536,0.055309,0.067631,0.091116,0.126237,0.148830,0.138601,0.119531,0.092231,0.050178,0.018212,0.004496,0.000857,0.000128,0.000016,0.000002,0.000000,0.000000,0.000000,0.000000, 5
"Foray 48B Undiluted         ",0,"8003            ",   90, 2.7579,49.17,3,0.004096,0.005765,0.005572,0.007442,0.012423,0.023526,0.035647,0.051300,0.075888,0.094333,0.109622,0.139422,0.173028,0.135158,0.072704,0.036579,0.013767,0.003152,0.000487,0.000075,0.000011,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 1
"Foray 48B Undiluted         ",0,"8004            ",   90, 2.7579,44.70,3,0.000732,0.000510,0.000405,0.000485,0.000741,0.001309,0.001935,0.002869,0.004637,0.006659,0.009417,0.016140,0.032033,0.050332,0.062221,0.084866,0.119805,0.145390,0.140109,0.125854,0.102097,0.059762,0.023748,0.006403,0.001308,0.000205,0.000026,0.000003,0.000000,0.000000,0.000000,0.000000, 5
"Foray 48B Undiluted         ",0,"8004            ",   90, 2.7579,53.64,3,0.001431,0.001281,0.001090,0.001361,0.002164,0.003982,0.006083,0.009198,0.014916,0.021086,0.028810,0.046621,0.084144,0.116054,0.122757,0.136089,0.145671,0.122165,0.075088,0.039535,0.015822,0.003889,0.000658,0.000091,0.000012,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 3
"Foray 48B Undiluted         ",0,"8004            ",  135, 2.7579,53.64,3,0.001254,0.001296,0.001159,0.001496,0.002458,0.004694,0.007432,0.011579,0.019217,0.027551,0.037815,0.060911,0.108003,0.142950,0.139490,0.142204,0.131696,0.092207,0.043990,0.016886,0.004752,0.000836,0.000110,0.000013,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 3
"Foray 48B Undiluted         ",0,"8004 QC         ",   90, 2.7579,53.64,3,0.000750,0.000710,0.000621,0.000792,0.001290,0.002454,0.003901,0.006162,0.010495,0.015622,0.022447,0.038275,0.073263,0.107077,0.119798,0.139797,0.157405,0.138009,0.088035,0.047897,0.019540,0.004767,0.000777,0.000102,0.000013,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 3
"Foray 48B Undiluted         ",0,"D3-45           ",   90, 2.7579,35.76,3,0.000605,0.000471,0.000388,0.000475,0.000745,0.001358,0.002072,0.003169,0.005280,0.007792,0.011265,0.019657,0.039519,0.062243,0.076324,0.102268,0.138578,0.157265,0.137439,0.109814,0.075768,0.034801,0.010254,0.002066,0.000335,0.000045,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000, 4
"Foray 48B Undiluted         ",1,"AU5000          ", 8170,  .0000,49.17,3,0.019983,0.033949,0.031855,0.039979,0.060760,0.099634,0.124478,0.138613,0.148131,0.120274,0.085542,0.059328,0.029603,0.006698,0.000979,0.000164,0.000025,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 0
"Foray 48B Undiluted         ",1,"AU5000          ", 8400, 2.0684,44.70,3,0.009488,0.019939,0.021127,0.028801,0.047335,0.084275,0.114333,0.139746,0.160075,0.140598,0.105547,0.077277,0.040582,0.009327,0.001311,0.000205,0.000029,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 0
"Foray 48B Undiluted         ",1,"AU5000          ", 8500,  .0000,49.17,3,0.020950,0.036739,0.034632,0.043427,0.065765,0.107019,0.131575,0.142890,0.147432,0.114601,0.077426,0.049924,0.022425,0.004487,0.000596,0.000094,0.000014,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 0
"Foray 48B Undiluted         ",1,"AU5000          ", 8630,  .0000,49.17,3,0.017205,0.030525,0.029345,0.037431,0.057761,0.096266,0.122405,0.139013,0.151072,0.124811,0.090001,0.063384,0.032150,0.007350,0.001072,0.000178,0.000027,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 0
"Foray 48B Undiluted         ",1,"AU5000          ", 8900,  .0000,49.17,3,0.015707,0.029093,0.028524,0.036814,0.057379,0.096520,0.123642,0.141086,0.153374,0.126211,0.090246,0.062595,0.030893,0.006786,0.000952,0.000153,0.000022,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 0
"Foray 48B Undiluted         ",1,"AU5000          ", 9500,  .6205,44.70,3,0.004607,0.009163,0.009971,0.014155,0.024628,0.047581,0.071268,0.098395,0.134683,0.144673,0.138673,0.134459,0.108887,0.045183,0.010823,0.002387,0.000410,0.000049,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 0
"Foray 48B Undiluted         ",1,"AU5000          ", 9500, 1.0342,51.40,3,0.012137,0.022938,0.023082,0.030465,0.048668,0.084363,0.112056,0.135024,0.154001,0.136280,0.104230,0.079023,0.044340,0.011284,0.001761,0.000299,0.000045,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 0
"Foray 48B Undiluted         ",1,"AU5000          ", 9630,  .0000,49.17,3,0.043391,0.073690,0.064143,0.075093,0.104978,0.149786,0.153050,0.133340,0.104084,0.058453,0.026440,0.010498,0.002695,0.000321,0.000031,0.000004,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 0
"Foray 48B Undiluted         ",1,"AU7000          ", 7200, 1.1032,26.82,3,0.004322,0.008174,0.008761,0.012367,0.021485,0.041668,0.063022,0.088269,0.123654,0.138263,0.138241,0.142837,0.126329,0.060365,0.017009,0.004297,0.000819,0.000105,0.000011,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 0
"Foray 48B Undiluted         ",1,"Airbi           ",10000, 1.0342,26.82,3,0.001748,0.002575,0.002600,0.003612,0.006327,0.012806,0.021026,0.032918,0.053107,0.071802,0.090902,0.130083,0.183944,0.170927,0.108566,0.066068,0.030746,0.008503,0.001467,0.000234,0.000033,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 1
"Foray 48B Undiluted         ",1,"Beecomist       ",10000, 1.0342,26.82,3,0.000941,0.001025,0.000938,0.001233,0.002063,0.004031,0.006551,0.010477,0.017859,0.026255,0.036820,0.060468,0.109182,0.146537,0.143855,0.146164,0.133586,0.090993,0.041439,0.014945,0.003909,0.000638,0.000079,0.000009,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 3
"Foray 48B Undiluted         ",1,"Beecomist       ",10000, 1.9305,49.17,3,0.000951,0.001002,0.000907,0.001182,0.001963,0.003805,0.006136,0.009756,0.016566,0.024325,0.034158,0.056309,0.102445,0.139532,0.140239,0.146610,0.139324,0.099997,0.048997,0.019225,0.005472,0.000959,0.000124,0.000014,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000, 3
"Garlon [triclopyr]          ",0,"D8              ",    0, 2.0684,22.35,3,0.000169,0.000064,0.000044,0.000047,0.000066,0.000104,0.000137,0.000181,0.000265,0.000348,0.000461,0.000757,0.001486,0.002454,0.003374,0.005376,0.009527,0.016235,0.023906,0.036682,0.059784,0.088917,0.119726,0.141916,0.154884,0.144244,0.105558,0.058794,0.024495,0.000000,0.000000,0.000000,10
"Garlon [triclopyr]          ",0,"D8              ",   45, 2.0684,22.35,3,0.000728,0.000462,0.000357,0.000420,0.000630,0.001090,0.001576,0.002290,0.003633,0.005139,0.007190,0.012244,0.024311,0.038605,0.048603,0.067906,0.099488,0.129891,0.134716,0.136150,0.126277,0.089738,0.046416,0.016733,0.004427,0.000842,0.000121,0.000016,0.000002,0.000000,0.000000,0.000000, 6
"Garlon [triclopyr]          ",0,"D8-46           ",    0, 2.0684,22.35,3,0.000414,0.000256,0.000197,0.000232,0.000348,0.000604,0.000878,0.001286,0.002068,0.002977,0.004258,0.007467,0.015489,0.026024,0.034690,0.051244,0.079734,0.112156,0.128464,0.141727,0.148798,0.120683,0.074241,0.032705,0.010403,0.002261,0.000347,0.000045,0.000006,0.000000,0.000000,0.000000, 7
"Garlon [triclopyr]          ",0,"D8-46           ",   45, 2.0684,22.35,3,0.000626,0.000416,0.000327,0.000388,0.000589,0.001033,0.001516,0.002236,0.003604,0.005175,0.007340,0.012669,0.025506,0.040958,0.051881,0.072626,0.106132,0.136817,0.139192,0.136072,0.120868,0.080527,0.037881,0.012172,0.002874,0.000497,0.000067,0.000008,0.000001,0.000000,0.000000,0.000000, 6
"Garlon [triclopyr]          ",0,"D8-46           ",   90, 2.0684,22.35,3,0.000612,0.000441,0.000354,0.000428,0.000660,0.001179,0.001765,0.002653,0.004350,0.006338,0.009087,0.015795,0.031845,0.050762,0.063386,0.087006,0.123202,0.149126,0.142440,0.125863,0.099544,0.055835,0.020888,0.005262,0.001009,0.000150,0.000018,0.000002,0.000000,0.000000,0.000000,0.000000, 5
