 2
1.8151E-03,1.8113E-03,1.8079E-03,1.8051E-03,1.8025E-03,1.8003E-03,1.7990E-03
1.7980E-03,1.7966E-03,1.7943E-03,1.7911E-03,1.7875E-03,1.7833E-03,1.7781E-03
1.7721E-03,1.7654E-03,1.7580E-03,1.7508E-03,1.7445E-03,1.7389E-03,1.7341E-03
1.7301E-03,1.7272E-03,1.7256E-03,1.7246E-03,1.7241E-03,1.7236E-03,1.7228E-03
1.7214E-03,1.7190E-03,1.7157E-03,1.7117E-03,1.7073E-03,1.7030E-03,1.6989E-03
1.6951E-03,1.6916E-03,1.6886E-03,1.6860E-03,1.6833E-03,1.6800E-03,1.6758E-03
1.6709E-03,1.6661E-03,1.6616E-03,1.6576E-03,1.6544E-03,1.6520E-03,1.6506E-03
1.6499E-03,1.6494E-03,1.6483E-03,1.6464E-03,1.6436E-03,1.6402E-03,1.6362E-03
1.6319E-03,1.6276E-03,1.6235E-03,1.6197E-03,1.6163E-03,1.6133E-03,1.6103E-03
1.6073E-03,1.6041E-03,1.6008E-03,1.5971E-03,1.5929E-03,1.5880E-03,1.5824E-03
1.5764E-03,1.5703E-03,1.5643E-03,1.5589E-03,1.5545E-03,1.5507E-03,1.5473E-03
1.5439E-03,1.5404E-03,1.5367E-03,1.5328E-03,1.5282E-03,1.5229E-03,1.5169E-03
1.5104E-03,1.5040E-03,1.4978E-03,1.4917E-03,1.4859E-03,1.4801E-03,1.4744E-03
1.4686E-03,1.4627E-03,1.4568E-03,1.4510E-03,1.4455E-03,1.4401E-03,1.4351E-03
1.4302E-03,1.4253E-03,1.4206E-03,1.4161E-03,1.4119E-03,1.4078E-03,1.4038E-03
1.3996E-03,1.3950E-03,1.3898E-03,1.3842E-03,1.3782E-03,1.3720E-03,1.3660E-03
1.3603E-03,1.3549E-03,1.3497E-03,1.3447E-03,1.3398E-03,1.3349E-03,1.3298E-03
1.3246E-03,1.3196E-03,1.3146E-03,1.3096E-03,1.3047E-03,1.3001E-03
 4
3.4956E-01,2.3782E-01,1.7405E-01,1.3416E-01,1.0401E-01,8.9629E-02,8.6791E-02
8.5226E-02,8.3704E-02,7.6392E-02,6.7123E-02,5.7779E-02,5.1740E-02,4.7869E-02
4.5671E-02,4.0665E-02,3.6013E-02,3.2584E-02,2.9533E-02,2.7228E-02,2.5254E-02
2.3650E-02,2.2292E-02,2.0947E-02,1.9631E-02,1.8359E-02,1.7093E-02,1.5954E-02
1.4975E-02,1.4093E-02,1.3183E-02,1.2334E-02,1.1572E-02,1.0898E-02,1.0303E-02
9.7821E-03,9.3052E-03,8.8503E-03,8.4115E-03,7.9925E-03,7.6008E-03,7.2395E-03
6.9001E-03,6.5828E-03,6.2882E-03,6.0179E-03,5.7716E-03,5.5422E-03,5.3249E-03
5.1185E-03,4.9205E-03,4.7316E-03,4.5544E-03,4.3915E-03,4.2415E-03,4.1013E-03
3.9679E-03,3.8417E-03,3.7193E-03,3.5988E-03,3.4809E-03,3.3698E-03,3.2676E-03
3.1719E-03,3.0814E-03,2.9952E-03,2.9113E-03,2.8257E-03,2.7385E-03,2.6539E-03
2.5763E-03,2.5065E-03,2.4427E-03,2.3817E-03,2.3217E-03,2.2641E-03,2.2095E-03
2.1591E-03,2.1101E-03,2.0617E-03,2.0138E-03,1.9670E-03,1.9219E-03,1.8778E-03
1.8351E-03,1.7948E-03,1.7572E-03,1.7219E-03,1.6868E-03,1.6526E-03,1.6198E-03
1.5891E-03,1.5609E-03,1.5349E-03,1.5091E-03,1.4836E-03,1.4586E-03,1.4339E-03
1.4097E-03,1.3852E-03,1.3614E-03,1.3377E-03,1.3156E-03,1.2956E-03,1.2778E-03
1.2613E-03,1.2458E-03,1.2298E-03,1.2134E-03,1.1966E-03,1.1781E-03,1.1597E-03
1.1411E-03,1.1235E-03,1.1085E-03,1.0952E-03,1.0835E-03,1.0729E-03,1.0618E-03
1.0501E-03,1.0388E-03,1.0287E-03,1.0194E-03,1.0100E-03,1.0004E-03,9.9040E-04
9.8018E-04,9.7058E-04,9.6133E-04,9.5205E-04,9.4262E-04,9.3290E-04,9.2348E-04
9.1489E-04,9.0757E-04,9.0043E-04,8.9292E-04,8.8483E-04,8.7606E-04,8.6700E-04
8.5846E-04,8.5058E-04,8.4294E-04,8.3648E-04,8.3041E-04,8.2472E-04,8.1923E-04
8.1294E-04,8.0633E-04,7.9947E-04,7.9238E-04,7.8591E-04,7.7983E-04,7.7386E-04
7.6769E-04,7.6114E-04,7.5427E-04,7.4707E-04,7.3969E-04,7.3229E-04,7.2511E-04
7.1865E-04,7.1290E-04,7.0832E-04,7.0451E-04,7.0138E-04,6.9875E-04,6.9564E-04
6.9224E-04,6.8861E-04,6.8471E-04,6.8015E-04,6.7495E-04,6.6955E-04,6.6401E-04
6.5914E-04,6.5472E-04,6.5093E-04,6.4775E-04,6.4535E-04,6.4377E-04,6.4261E-04
6.4123E-04,6.3940E-04,6.3654E-04,6.3296E-04,6.2874E-04,6.2429E-04,6.2024E-04
6.1705E-04,6.1492E-04,6.1385E-04,6.1340E-04,6.1347E-04,6.1366E-04,6.1434E-04
6.1457E-04,6.1426E-04,6.1331E-04,6.1145E-04,6.0917E-04,6.0638E-04,6.0344E-04
6.0084E-04,5.9928E-04,5.9848E-04,5.9828E-04,5.9884E-04,5.9946E-04,5.9997E-04
6.0036E-04,6.0070E-04,6.0077E-04,6.0042E-04,5.9951E-04,5.9860E-04,5.9753E-04
5.9676E-04,5.9620E-04,5.9602E-04,5.9611E-04,5.9634E-04,5.9669E-04,5.9701E-04
5.9713E-04,5.9701E-04,5.9606E-04,5.9434E-04,5.9202E-04,5.8959E-04,5.8739E-04
5.8587E-04,5.8540E-04,5.8590E-04,5.8732E-04,5.8923E-04,5.9107E-04,5.9242E-04
5.9343E-04,5.9402E-04,5.9410E-04,5.9381E-04,5.9312E-04,5.9194E-04,5.9008E-04
5.8758E-04,5.8471E-04,5.8186E-04,5.7903E-04,5.7678E-04,5.7521E-04,5.7434E-04
5.7394E-04,5.7387E-04,5.7372E-04,5.7336E-04,5.7261E-04,5.7163E-04,5.7064E-04
5.6991E-04,5.6952E-04,5.6919E-04,5.6887E-04,5.6826E-04,5.6697E-04,5.6471E-04
5.6159E-04,5.5777E-04,5.5337E-04,5.4857E-04,5.4375E-04,5.3934E-04,5.3561E-04
5.3253E-04,5.3027E-04,5.2895E-04,5.2847E-04,5.2882E-04,5.2973E-04,5.3089E-04
5.3196E-04,5.3295E-04,5.3365E-04,5.3390E-04,5.3351E-04,5.3237E-04,5.3043E-04
5.2774E-04,5.2442E-04,5.2061E-04,5.1641E-04,5.1198E-04,5.0765E-04,5.0366E-04
5.0020E-04,4.9742E-04,4.9536E-04,4.9389E-04,4.9304E-04,4.9270E-04,4.9285E-04
4.9344E-04,4.9425E-04,4.9515E-04,4.9592E-04,4.9634E-04,4.9646E-04,4.9614E-04
4.9530E-04,4.9396E-04,4.9210E-04,4.8982E-04,4.8722E-04,4.8442E-04,4.8141E-04
4.7823E-04,4.7487E-04,4.7156E-04,4.6852E-04,4.6606E-04,4.6425E-04,4.6312E-04
4.6270E-04,4.6291E-04,4.6364E-04,4.6464E-04,4.6567E-04,4.6658E-04,4.6706E-04
4.6707E-04,4.6659E-04,4.6544E-04,4.6366E-04,4.6129E-04,4.5842E-04,4.5523E-04
4.5187E-04,4.4855E-04,4.4541E-04,4.4246E-04,4.3963E-04,4.3710E-04,4.3481E-04
4.3283E-04,4.3110E-04,4.2969E-04,4.2865E-04,4.2789E-04,4.2738E-04,4.2715E-04
4.2712E-04,4.2716E-04,4.2706E-04,4.2672E-04,4.2595E-04,4.2468E-04,4.2283E-04
4.2036E-04,4.1737E-04,4.1390E-04,4.1014E-04,4.0645E-04,4.0286E-04,3.9951E-04
3.9655E-04,3.9411E-04,3.9220E-04,3.9078E-04,3.8985E-04,3.8929E-04,3.8897E-04
3.8876E-04,3.8857E-04,3.8837E-04,3.8797E-04,3.8732E-04,3.8637E-04,3.8516E-04
3.8368E-04,3.8196E-04,3.8007E-04,3.7802E-04,3.7579E-04,3.7347E-04,3.7116E-04
3.6881E-04,3.6652E-04,3.6440E-04,3.6241E-04,3.6056E-04,3.5884E-04,3.5720E-04
3.5570E-04,3.5434E-04,3.5298E-04,3.5173E-04,3.5060E-04,3.4957E-04
 6
3.9835E-01,2.5568E-01,1.7478E-01,1.2915E-01,9.8176E-02,7.7201E-02,6.6491E-02
6.2261E-02,6.0199E-02,5.9105E-02,5.3221E-02,4.5673E-02,3.8033E-02,3.3094E-02
3.0668E-02,2.8085E-02,2.5258E-02,2.1852E-02,1.9787E-02,1.8138E-02,1.6281E-02
1.4918E-02,1.3884E-02,1.2957E-02,1.2111E-02,1.1188E-02,1.0297E-02,9.4853E-03
8.7393E-03,8.0862E-03,7.5132E-03,6.9941E-03,6.5140E-03,6.0729E-03,5.6869E-03
5.3483E-03,5.0494E-03,4.7828E-03,4.5301E-03,4.2839E-03,4.0498E-03,3.8329E-03
3.6351E-03,3.4492E-03,3.2752E-03,3.1119E-03,2.9599E-03,2.8210E-03,2.6952E-03
2.5796E-03,2.4707E-03,2.3669E-03,2.2679E-03,2.1746E-03,2.0879E-03,2.0068E-03
1.9295E-03,1.8555E-03,1.7852E-03,1.7185E-03,1.6559E-03,1.5976E-03,1.5434E-03
1.4915E-03,1.4412E-03,1.3954E-03,1.3541E-03,1.3143E-03,1.2728E-03,1.2301E-03
1.1888E-03,1.1519E-03,1.1199E-03,1.0906E-03,1.0610E-03,1.0318E-03,1.0046E-03
9.8002E-04,9.5837E-04,9.3833E-04,9.1933E-04,9.0061E-04,8.8209E-04,8.6451E-04
8.4782E-04,8.3188E-04,8.1647E-04,8.0144E-04,7.8681E-04,7.7222E-04,7.5844E-04
7.4555E-04,7.3373E-04,7.2288E-04,7.1278E-04,7.0250E-04,6.9195E-04,6.8110E-04
6.6977E-04,6.5831E-04,6.4693E-04,6.3611E-04,6.2562E-04,6.1597E-04,6.0714E-04
5.9903E-04,5.9148E-04,5.8423E-04,5.7658E-04,5.6865E-04,5.6031E-04,5.5116E-04
5.4209E-04,5.3288E-04,5.2439E-04,5.1732E-04,5.1113E-04,5.0571E-04,5.0083E-04
4.9584E-04,4.9079E-04,4.8611E-04,4.8200E-04,4.7795E-04,4.7349E-04,4.6871E-04
4.6366E-04,4.5844E-04,4.5360E-04,4.4908E-04,4.4460E-04,4.4016E-04,4.3564E-04
4.3122E-04,4.2717E-04,4.2364E-04,4.2011E-04,4.1640E-04,4.1249E-04,4.0833E-04
4.0413E-04,4.0025E-04,3.9661E-04,3.9302E-04,3.8976E-04,3.8652E-04,3.8349E-04
3.8059E-04,3.7735E-04,3.7411E-04,3.7092E-04,3.6767E-04,3.6465E-04,3.6171E-04
3.5870E-04,3.5551E-04,3.5214E-04,3.4863E-04,3.4496E-04,3.4123E-04,3.3769E-04
3.3431E-04,3.3127E-04,3.2870E-04,3.2679E-04,3.2539E-04,3.2439E-04,3.2348E-04
3.2219E-04,3.2058E-04,3.1874E-04,3.1673E-04,3.1444E-04,3.1194E-04,3.0946E-04
3.0711E-04,3.0526E-04,3.0374E-04,3.0254E-04,3.0160E-04,3.0090E-04,3.0042E-04
2.9987E-04,2.9901E-04,2.9787E-04,2.9632E-04,2.9455E-04,2.9258E-04,2.9060E-04
2.8878E-04,2.8737E-04,2.8650E-04,2.8617E-04,2.8607E-04,2.8617E-04,2.8630E-04
2.8654E-04,2.8645E-04,2.8595E-04,2.8503E-04,2.8368E-04,2.8209E-04,2.8026E-04
2.7836E-04,2.7664E-04,2.7537E-04,2.7447E-04,2.7396E-04,2.7380E-04,2.7369E-04
2.7355E-04,2.7339E-04,2.7317E-04,2.7271E-04,2.7199E-04,2.7110E-04,2.7032E-04
2.6962E-04,2.6919E-04,2.6902E-04,2.6915E-04,2.6947E-04,2.6990E-04,2.7028E-04
2.7049E-04,2.7047E-04,2.7022E-04,2.6956E-04,2.6856E-04,2.6729E-04,2.6593E-04
2.6471E-04,2.6388E-04,2.6364E-04,2.6398E-04,2.6486E-04,2.6600E-04,2.6708E-04
2.6795E-04,2.6859E-04,2.6889E-04,2.6883E-04,2.6854E-04,2.6808E-04,2.6741E-04
2.6648E-04,2.6536E-04,2.6416E-04,2.6296E-04,2.6170E-04,2.6057E-04,2.5960E-04
2.5879E-04,2.5813E-04,2.5764E-04,2.5722E-04,2.5685E-04,2.5647E-04,2.5613E-04
2.5586E-04,2.5570E-04,2.5562E-04,2.5554E-04,2.5543E-04,2.5513E-04,2.5440E-04
2.5316E-04,2.5151E-04,2.4956E-04,2.4741E-04,2.4514E-04,2.4292E-04,2.4092E-04
2.3924E-04,2.3788E-04,2.3690E-04,2.3636E-04,2.3622E-04,2.3648E-04,2.3700E-04
2.3766E-04,2.3836E-04,2.3909E-04,2.3972E-04,2.4014E-04,2.4020E-04,2.3981E-04
2.3893E-04,2.3757E-04,2.3578E-04,2.3363E-04,2.3119E-04,2.2863E-04,2.2616E-04
2.2397E-04,2.2216E-04,2.2079E-04,2.1986E-04,2.1930E-04,2.1910E-04,2.1913E-04
2.1934E-04,2.1969E-04,2.2008E-04,2.2045E-04,2.2072E-04,2.2083E-04,2.2079E-04
2.2053E-04,2.2001E-04,2.1926E-04,2.1825E-04,2.1705E-04,2.1568E-04,2.1416E-04
2.1250E-04,2.1070E-04,2.0884E-04,2.0703E-04,2.0541E-04,2.0409E-04,2.0313E-04
2.0254E-04,2.0235E-04,2.0249E-04,2.0291E-04,2.0345E-04,2.0395E-04,2.0428E-04
2.0432E-04,2.0407E-04,2.0350E-04,2.0260E-04,2.0146E-04,2.0012E-04,1.9865E-04
1.9713E-04,1.9562E-04,1.9419E-04,1.9288E-04,1.9164E-04,1.9043E-04,1.8928E-04
1.8816E-04,1.8711E-04,1.8612E-04,1.8524E-04,1.8450E-04,1.8389E-04,1.8342E-04
1.8311E-04,1.8292E-04,1.8277E-04,1.8261E-04,1.8239E-04,1.8203E-04,1.8148E-04
1.8069E-04,1.7964E-04,1.7838E-04,1.7693E-04,1.7537E-04,1.7384E-04,1.7233E-04
1.7087E-04,1.6948E-04,1.6820E-04,1.6704E-04,1.6600E-04,1.6509E-04,1.6431E-04
1.6365E-04,1.6310E-04,1.6266E-04,1.6231E-04,1.6201E-04,1.6175E-04,1.6149E-04
1.6124E-04,1.6094E-04,1.6056E-04,1.6010E-04,1.5950E-04,1.5873E-04,1.5784E-04
1.5684E-04,1.5573E-04,1.5458E-04,1.5344E-04,1.5232E-04,1.5125E-04,1.5022E-04
1.4920E-04,1.4823E-04,1.4731E-04,1.4644E-04,1.4567E-04,1.4504E-04
 8
4.3407E-01,2.6494E-01,1.7691E-01,1.2602E-01,9.4017E-02,7.1971E-02,5.5036E-02
4.5181E-02,4.2688E-02,4.1646E-02,3.8801E-02,3.4170E-02,2.9243E-02,2.4978E-02
2.1858E-02,1.9429E-02,1.7544E-02,1.5441E-02,1.3463E-02,1.2033E-02,1.0777E-02
9.7069E-03,8.8323E-03,8.0368E-03,7.3025E-03,6.6439E-03,6.0441E-03,5.5088E-03
5.0451E-03,4.6472E-03,4.3002E-03,3.9905E-03,3.7108E-03,3.4526E-03,3.2198E-03
3.0144E-03,2.8294E-03,2.6638E-03,2.5144E-03,2.3731E-03,2.2387E-03,2.1135E-03
1.9990E-03,1.8935E-03,1.7968E-03,1.7109E-03,1.6352E-03,1.5685E-03,1.5096E-03
1.4568E-03,1.4079E-03,1.3611E-03,1.3167E-03,1.2755E-03,1.2380E-03,1.2036E-03
1.1711E-03,1.1399E-03,1.1104E-03,1.0820E-03,1.0535E-03,1.0244E-03,9.9535E-04
9.6749E-04,9.4068E-04,9.1481E-04,8.9050E-04,8.6748E-04,8.4477E-04,8.2208E-04
7.9959E-04,7.7785E-04,7.5760E-04,7.3909E-04,7.2190E-04,7.0553E-04,6.8963E-04
6.7372E-04,6.5794E-04,6.4237E-04,6.2709E-04,6.1221E-04,5.9754E-04,5.8320E-04
5.6928E-04,5.5565E-04,5.4224E-04,5.2885E-04,5.1547E-04,5.0217E-04,4.8928E-04
4.7733E-04,4.6679E-04,4.5777E-04,4.4988E-04,4.4226E-04,4.3445E-04,4.2636E-04
4.1779E-04,4.0886E-04,3.9996E-04,3.9159E-04,3.8390E-04,3.7685E-04,3.7046E-04
3.6469E-04,3.5934E-04,3.5418E-04,3.4884E-04,3.4319E-04,3.3730E-04,3.3096E-04
3.2445E-04,3.1795E-04,3.1158E-04,3.0596E-04,3.0130E-04,2.9755E-04,2.9458E-04
2.9192E-04,2.8933E-04,2.8693E-04,2.8485E-04,2.8280E-04,2.8022E-04,2.7689E-04
2.7296E-04,2.6871E-04,2.6465E-04,2.6116E-04,2.5815E-04,2.5545E-04,2.5291E-04
2.5051E-04,2.4834E-04,2.4639E-04,2.4446E-04,2.4231E-04,2.3985E-04,2.3710E-04
2.3415E-04,2.3127E-04,2.2865E-04,2.2629E-04,2.2429E-04,2.2263E-04,2.2125E-04
2.2020E-04,2.1916E-04,2.1793E-04,2.1650E-04,2.1477E-04,2.1285E-04,2.1074E-04
2.0837E-04,2.0578E-04,2.0310E-04,2.0047E-04,1.9794E-04,1.9555E-04,1.9338E-04
1.9142E-04,1.8968E-04,1.8816E-04,1.8693E-04,1.8592E-04,1.8496E-04,1.8385E-04
1.8238E-04,1.8051E-04,1.7839E-04,1.7620E-04,1.7399E-04,1.7180E-04,1.6980E-04
1.6811E-04,1.6689E-04,1.6613E-04,1.6561E-04,1.6521E-04,1.6481E-04,1.6445E-04
1.6414E-04,1.6373E-04,1.6321E-04,1.6250E-04,1.6169E-04,1.6092E-04,1.6020E-04
1.5960E-04,1.5920E-04,1.5908E-04,1.5922E-04,1.5945E-04,1.5970E-04,1.5989E-04
1.6012E-04,1.6038E-04,1.6057E-04,1.6073E-04,1.6084E-04,1.6097E-04,1.6117E-04
1.6142E-04,1.6173E-04,1.6222E-04,1.6285E-04,1.6348E-04,1.6407E-04,1.6455E-04
1.6489E-04,1.6520E-04,1.6557E-04,1.6594E-04,1.6624E-04,1.6641E-04,1.6659E-04
1.6687E-04,1.6730E-04,1.6786E-04,1.6848E-04,1.6908E-04,1.6956E-04,1.6985E-04
1.6986E-04,1.6959E-04,1.6909E-04,1.6834E-04,1.6740E-04,1.6639E-04,1.6545E-04
1.6472E-04,1.6435E-04,1.6441E-04,1.6492E-04,1.6580E-04,1.6692E-04,1.6808E-04
1.6904E-04,1.6971E-04,1.7002E-04,1.6988E-04,1.6931E-04,1.6836E-04,1.6712E-04
1.6563E-04,1.6393E-04,1.6214E-04,1.6041E-04,1.5877E-04,1.5729E-04,1.5606E-04
1.5509E-04,1.5440E-04,1.5397E-04,1.5378E-04,1.5375E-04,1.5381E-04,1.5392E-04
1.5400E-04,1.5406E-04,1.5406E-04,1.5391E-04,1.5355E-04,1.5293E-04,1.5192E-04
1.5051E-04,1.4877E-04,1.4683E-04,1.4482E-04,1.4280E-04,1.4089E-04,1.3918E-04
1.3778E-04,1.3672E-04,1.3601E-04,1.3566E-04,1.3560E-04,1.3575E-04,1.3602E-04
1.3634E-04,1.3663E-04,1.3690E-04,1.3714E-04,1.3728E-04,1.3728E-04,1.3709E-04
1.3668E-04,1.3605E-04,1.3520E-04,1.3414E-04,1.3288E-04,1.3144E-04,1.2991E-04
1.2839E-04,1.2702E-04,1.2585E-04,1.2492E-04,1.2422E-04,1.2372E-04,1.2338E-04
1.2314E-04,1.2299E-04,1.2292E-04,1.2293E-04,1.2301E-04,1.2316E-04,1.2336E-04
1.2358E-04,1.2376E-04,1.2387E-04,1.2388E-04,1.2380E-04,1.2361E-04,1.2326E-04
1.2273E-04,1.2197E-04,1.2098E-04,1.1981E-04,1.1854E-04,1.1727E-04,1.1610E-04
1.1510E-04,1.1432E-04,1.1382E-04,1.1361E-04,1.1366E-04,1.1390E-04,1.1422E-04
1.1452E-04,1.1473E-04,1.1482E-04,1.1475E-04,1.1455E-04,1.1424E-04,1.1384E-04
1.1336E-04,1.1284E-04,1.1232E-04,1.1180E-04,1.1129E-04,1.1072E-04,1.1009E-04
1.0939E-04,1.0862E-04,1.0781E-04,1.0698E-04,1.0621E-04,1.0553E-04,1.0497E-04
1.0458E-04,1.0436E-04,1.0429E-04,1.0434E-04,1.0444E-04,1.0455E-04,1.0461E-04
1.0455E-04,1.0431E-04,1.0388E-04,1.0327E-04,1.0250E-04,1.0163E-04,1.0072E-04
9.9804E-05,9.8921E-05,9.8089E-05,9.7323E-05,9.6617E-05,9.5981E-05,9.5409E-05
9.4892E-05,9.4428E-05,9.4028E-05,9.3712E-05,9.3474E-05,9.3303E-05,9.3190E-05
9.3124E-05,9.3075E-05,9.3002E-05,9.2875E-05,9.2663E-05,9.2329E-05,9.1871E-05
9.1315E-05,9.0675E-05,8.9988E-05,8.9300E-05,8.8634E-05,8.8014E-05,8.7451E-05
8.6929E-05,8.6445E-05,8.6006E-05,8.5604E-05,8.5238E-05,8.4917E-05
