 2
5.0013E-01,4.4385E-01,4.0483E-01,3.7772E-01,3.5714E-01,3.4124E-01,3.2594E-01
3.1045E-01,2.9537E-01,2.8281E-01,2.7393E-01,2.6665E-01,2.5825E-01,2.4764E-01
2.3653E-01,2.2595E-01,2.1636E-01,2.0812E-01,2.0142E-01,1.9589E-01,1.9082E-01
1.8573E-01,1.8058E-01,1.7474E-01,1.6776E-01,1.6101E-01,1.5545E-01,1.5130E-01
1.4767E-01,1.4453E-01,1.4167E-01,1.3850E-01,1.3478E-01,1.3044E-01,1.2643E-01
1.2301E-01,1.2035E-01,1.1811E-01,1.1608E-01,1.1430E-01,1.1254E-01,1.1070E-01
1.0821E-01,1.0549E-01,1.0310E-01,1.0115E-01,9.9669E-02,9.8413E-02,9.7202E-02
9.5761E-02,9.4247E-02,9.2414E-02,9.0542E-02,8.9067E-02,8.7694E-02,8.6554E-02
8.5431E-02,8.4331E-02,8.3049E-02,8.1930E-02,8.0792E-02,7.9559E-02,7.8605E-02
7.7465E-02,7.6539E-02,7.5683E-02,7.4851E-02,7.3892E-02,7.3020E-02,7.2160E-02
7.1201E-02,7.0490E-02,6.9589E-02,6.8892E-02,6.8225E-02,6.7539E-02,6.6751E-02
6.6080E-02,6.5507E-02,6.4825E-02,6.4285E-02,6.3641E-02,6.3131E-02,6.2553E-02
6.1957E-02,6.1295E-02,6.0691E-02,6.0164E-02,5.9592E-02,5.9198E-02,5.8741E-02
5.8438E-02,5.8025E-02,5.7572E-02,5.7025E-02,5.6477E-02,5.6031E-02,5.5560E-02
5.5212E-02,5.4818E-02,5.4551E-02,5.4146E-02,5.3776E-02,5.3353E-02,5.2871E-02
5.2491E-02,5.2065E-02,5.1714E-02,5.1371E-02,5.1126E-02,5.0809E-02,5.0561E-02
5.0245E-02,4.9847E-02,4.9548E-02,4.9196E-02,4.8893E-02,4.8642E-02,4.8405E-02
4.8161E-02,4.7945E-02,4.7688E-02,4.7385E-02,4.7126E-02,4.6852E-02,4.6598E-02
4.6365E-02,4.6128E-02,4.5898E-02,4.5672E-02,4.5441E-02,4.5215E-02,4.4994E-02
4.4776E-02,4.4562E-02,4.4349E-02,4.4138E-02,4.3932E-02,4.3729E-02,4.3531E-02
4.3339E-02,4.3151E-02,4.2965E-02,4.2782E-02,4.2600E-02,4.2422E-02,4.2248E-02
4.2077E-02,4.1911E-02,4.1747E-02,4.1587E-02,4.1431E-02,4.1273E-02,4.1118E-02
4.0965E-02,4.0815E-02,4.0669E-02,4.0528E-02,4.0388E-02,4.0253E-02,4.0120E-02
3.9988E-02,3.9856E-02,3.9725E-02,3.9597E-02,3.9470E-02,3.9348E-02,3.9227E-02
3.9109E-02,3.8993E-02,3.8876E-02,3.8759E-02,3.8642E-02,3.8527E-02,3.8414E-02
3.8306E-02,3.8199E-02,3.8096E-02,3.7997E-02,3.7898E-02,3.7797E-02,3.7696E-02
3.7595E-02,3.7493E-02,3.7393E-02,3.7294E-02,3.7199E-02,3.7108E-02,3.7016E-02
3.6924E-02,3.6830E-02,3.6737E-02,3.6643E-02,3.6550E-02,3.6459E-02,3.6370E-02
3.6284E-02,3.6197E-02,3.6110E-02,3.6021E-02,3.5934E-02,3.5845E-02,3.5757E-02
3.5670E-02,3.5587E-02,3.5506E-02,3.5425E-02,3.5343E-02,3.5260E-02,3.5176E-02
3.5091E-02,3.5006E-02,3.4923E-02,3.4841E-02,3.4760E-02,3.4679E-02,3.4598E-02
3.4516E-02,3.4433E-02,3.4348E-02,3.4262E-02,3.4179E-02,3.4099E-02,3.4020E-02
3.3942E-02,3.3863E-02,3.3783E-02,3.3700E-02,3.3615E-02,3.3529E-02,3.3444E-02
3.3363E-02,3.3282E-02,3.3203E-02,3.3125E-02,3.3046E-02,3.2965E-02,3.2882E-02
3.2796E-02,3.2711E-02,3.2627E-02,3.2545E-02,3.2463E-02,3.2381E-02,3.2298E-02
3.2212E-02,3.2125E-02,3.2036E-02,3.1948E-02,3.1862E-02,3.1777E-02,3.1694E-02
